Pipeline,CDnet_FMeasure,Event_F1,mAP_50,Activation,Reuse_rate,Avg_FPS,Avg_latency_ms,P50_latency_ms,P95_latency_ms,P99_latency_ms,Avg_process_CPU_percent,Max_process_CPU_percent,Avg_RAM_MB,Max_RAM_MB,Energy/frame,Simulated_runtime_energy/frame,AE_Score,Pareto
P1_YOLO_Only,0.56972011387031,0.6691710071738892,0.308504845542799,1.0,0.0,4.721876951746087,222.82731035905303,211.44592312147032,291.1174812406864,370.31932048077846,163.6307907730297,212.5,719.9042699982587,1055.640625,6.200000000000001,7.9265538232907655,0.3726617806790542,False
P2_FrameDiff,0.49337876177931206,0.5806415941646824,0.22612171774238,0.5987264428977552,0.0,73.93934415444134,130.75575452176986,125.48631991980211,251.10274508314313,330.35525857277645,116.12371289841394,364.575,720.0205866411645,1084.08203125,4.293632214488775,5.398735511751082,0.4915149351898357,True
P3_MOG2,0.5865659837889196,0.6965053587683406,0.314487490604288,0.8088304738050407,0.0,43.77467649759011,186.66266414661786,188.39441155487637,291.3273955291172,369.4643386354986,143.18466004519811,520.825,740.233364171754,1150.06640625,5.744152369025206,6.7449962238137875,0.4752627457649442,True
ASMAG_TR_FAST,0.5363106106780756,0.6774107971522697,0.2884198143481863,0.6635556706925875,0.27095783421173014,33.02963649729505,167.31588568417118,171.64517123744173,294.81515524522314,380.0278565568744,156.65031256108338,546.875,757.8799094308031,1221.25390625,5.144874136884109,6.16433886840144,0.4644458609426489,True
ASMAG_TR_CONTROLLER,0.5938772395017095,0.7113714300326943,0.3243024015994271,0.7710198995654292,0.11164640226425925,34.218607669007504,178.70039125785956,181.10554623153973,285.92222951493176,353.27939901711807,154.19490892101587,546.875,758.8879780096481,1226.6875,5.602113194657346,6.696126909552962,0.4768833099922853,True
ASMAG_TR_CONTROLLER_ONLINE_CALIBRATED,0.5717843979870284,0.7052724222132889,0.3050947721583478,0.7502386226880313,0.1339002064170575,13.325048069357946,208.82600887201394,215.98288698016472,328.0998855266931,401.7303988168824,154.00521513915942,546.875,801.3173856323302,1244.01953125,5.512606329286922,6.598383176941696,0.4415884206120392,True
