category,Pipeline,Event_TP,Event_TN,Event_FP,Event_FN,Event_Accuracy,Event_Precision,Event_Recall,Event_F1,MCC,TP_pixel,TN_pixel,FP_pixel,FN_pixel,Recall,Specificity,FPR,FNR,Precision,CDnet_FMeasure,PWC,avg_CPU,avg_process_cpu_percent,max_process_cpu_percent,median_CPU,avg_RAM,avg_ram_mb,max_ram_mb,avg_FPS,median_FPS,avg_latency_ms,median_latency_ms,P95_latency_ms,P99_latency_ms,Activation,processed_frames,temporal_roi_start,temporal_roi_end,evaluated_frames,skipped_frames_before_roi,warmup_frames,reused_prediction_count,reused_prediction_rate,Energy/frame,simulated_runtime_energy/frame,runtime_seconds,CPU_reduction_rate,EE_Gate_Score,mAP_50
nightVideos,ASMAG_TR_CONTROLLER_ONLINE_CALIBRATED,710.6666666666666,320.0,1014.8333333333334,2.0,0.46517210920485635,0.421682977361802,0.9980411361410382,0.5893730681236135,0.09311542913203567,818470.0,107408748.83333333,1551275.8333333333,759072.3333333334,0.49490924046361434,0.9840175472900893,0.0159824527099107,0.5050907595363856,0.3664345508086532,0.3875072062144426,2.7562457867996653,161.09480197607624,161.09480197607624,274.35833333333335,167.37291666666667,2.5305754086074312,829.2190163785768,836.8997395833334,7.104800678713844,4.393313623185134,237.68553716050124,241.28963549931845,323.1650908788045,390.15362699826557,0.8880901499317391,2047.5,721.6666666666666,2768.1666666666665,2047.5,720.6666666666666,50.0,138.33333333333334,0.048718447460204754,6.174529568140081,7.379190829039744,416.27670959631604,0.012068613064232452,0.4745239641728245,0.059832360053086696
nightVideos,ASMAG_TR_FAST,709.3333333333334,291.1666666666667,1043.6666666666667,3.3333333333333335,0.45806767473138893,0.4169119705014351,0.9966008465090247,0.5842610258167525,0.08112041119243114,840807.3333333334,107170127.0,1789897.6666666667,736735.0,0.5085069078177736,0.9804041629168769,0.01959583708312305,0.4914930921822264,0.34337722291069656,0.37379275663308026,3.0846269243310247,163.9976696367963,163.9976696367963,384.7625,168.91666666666666,2.2905560670489193,750.5694169646812,755.8997395833334,18.689107940998877,13.976892534601282,181.96108626160648,187.9111329714457,275.6753087043762,333.17713300387067,0.7675573776385326,2047.5,721.6666666666666,2768.1666666666665,2047.5,720.6666666666666,50.0,387.6666666666667,0.17104118684440406,5.654891006877102,6.771995858386433,309.6281875371933,-0.005721390892745699,0.4564694714161368,0.05398290633747003
nightVideos,P1_YOLO_Only,412.3333333333333,755.3333333333334,579.5,300.3333333333333,0.5095123253901789,0.4178107270020588,0.5656814944706335,0.4577581549887016,-0.0033126560533903357,545256.0,108787732.0,172292.66666666666,1032286.3333333334,0.2958359216149777,0.9980768557805414,0.0019231442194586003,0.7041640783850224,0.7337193141334569,0.3935043416566513,1.6934549135577814,163.07357084013427,163.07357084013427,198.3791666666667,166.13125,2.17311983416881,712.0879104139968,715.0963541666666,5.041998306169169,5.160138414079565,207.60291667385016,199.15825128555298,272.28541175524396,333.3000433444976,1.0,2047.5,721.6666666666666,2768.1666666666665,2047.5,720.6666666666666,0.0,0.0,0.0,6.200000000000002,7.837077959932524,401.14293082555133,0.0,0.5095123253901789,0.059806811216630784
nightVideos,P2_FrameDiff,513.0,736.1666666666666,598.6666666666666,199.66666666666666,0.5597664514293611,0.46670619660985113,0.6904148881318853,0.531900334234456,0.16601572307330184,577848.0,108733876.0,226148.66666666666,999694.3333333334,0.3135585858063327,0.9975678194708001,0.002432180529199917,0.6864414141936672,0.7069118709447658,0.4044007159103513,1.7375064811044398,150.67622146932754,150.67622146932754,360.7791666666667,144.875,2.110065764208725,691.4263515392286,695.0423177083334,139.10061690947336,45.786654054978975,109.98649419521784,121.18061383565266,230.3153415520986,287.8106363614401,0.5673787031730989,2047.5,721.6666666666666,2768.1666666666665,2047.5,720.6666666666666,0.0,0.0,0.0,4.136893515865494,5.561365269703974,206.13379844029745,0.07612635626772994,0.6236688651875564,0.054717294147454215
nightVideos,P3_MOG2,712.3333333333334,372.1666666666667,962.6666666666666,0.3333333333333333,0.4773599864732494,0.4318738549058027,0.9996735226901731,0.599505328800825,0.10656581161129307,807531.1666666666,107612792.33333333,1347232.3333333333,770011.1666666666,0.48559507184829115,0.9864761939363471,0.013523806063652867,0.5144049281517088,0.395658116422756,0.405576548566605,2.527923557821263,154.3151522765228,154.3151522765228,251.59166666666667,163.47916666666666,2.1997398295281356,720.8107622359512,725.3860677083334,18.71066277247395,5.123843920383325,196.55339590373111,178.64956458409628,272.9109783967336,343.57773502667743,0.914698732696451,2047.5,721.6666666666666,2768.1666666666665,2047.5,720.6666666666666,50.0,0.0,0.0,6.273493663482256,7.417640071224141,342.0626397530238,0.05372426675310665,0.5211098861812005,0.06547342392487686
shadow,ASMAG_TR_CONTROLLER,1253.1666666666667,812.5,100.33333333333333,184.83333333333334,0.8704157558322704,0.889281960040328,0.90844526401349,0.8913075599189678,0.6346626600628537,13075639.333333334,287120478.0,9113276.5,2615495.3333333335,0.8928070769050657,0.9774499704617018,0.022550029538298034,0.10719292309493426,0.733428607129213,0.7411118821889199,2.7529073879423653,114.62824789381811,114.62824789381811,290.27916666666664,117.12916666666668,2.376899264821523,778.8623524673307,781.8053385416666,75.09536737005898,5.134236416830563,132.38954998822464,127.19293435414632,252.82069245974222,353.2080602645874,0.6244464304028379,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,50.0,0.0,0.0,4.82223215201419,5.486689811778571,285.82273574670154,0.3022814265410027,1.136493492238055,0.6638901811485254
shadow,ASMAG_TR_CONTROLLER_ONLINE_CALIBRATED,1400.0,550.3333333333334,362.5,38.0,0.8394076438536578,0.7869207182303373,0.9796670181550061,0.8616833087501785,0.602034330360437,14236031.0,282097954.0,14135800.5,1455103.6666666667,0.9312604231200351,0.9652884010439854,0.03471159895601452,0.06873957687996489,0.7006505659854959,0.7292307339400909,3.734406291536372,146.82247223709186,146.82247223709186,377.87083333333334,163.71041666666667,2.461141725077231,806.4669561849513,813.4264322916666,26.652380519683366,18.460325031942894,144.05977071113352,150.72510639826456,280.08044560750324,368.49444548288983,0.5642081026598665,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,50.0,531.6666666666666,0.20366322642823895,4.60957291146869,5.513641968973642,325.5384786128998,0.10751351189559666,0.9273586776963089,0.6754649343823735
shadow,ASMAG_TR_FAST,1395.5,194.66666666666666,718.1666666666666,42.5,0.7113445472872201,0.6916916925379891,0.9765441739819835,0.7858289927193596,0.3415695613294747,14099876.5,277594820.5,18638934.0,1591258.1666666667,0.9078023224638776,0.951616689088106,0.04838331091189405,0.09219767753612229,0.6590700009815479,0.6822948572929719,5.203812773184527,156.93168684847345,156.93168684847345,382.6791666666666,169.48333333333332,2.386318918400086,781.9489856445258,787.5944010416666,61.950703249767166,42.52168592332624,116.86524704902187,103.04294029871623,248.00289869308472,295.4622320334117,0.5164946719092837,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,50.0,965.0,0.3743782684329482,4.4199111863897125,5.413236801676912,264.98128294944763,0.04565927912068077,0.7404499217170608,0.6494299918730725
shadow,P1_YOLO_Only,1412.6666666666667,87.66666666666667,825.1666666666666,25.333333333333332,0.6992006028369607,0.7122531051802049,0.9834078946275034,0.7882512423395501,0.4218403524933487,14569978.833333334,275645989.8333333,20587764.666666668,1121155.8333333333,0.952057009580726,0.9476964822221126,0.05230351777788733,0.047942990419273766,0.6858368423499951,0.710743595797063,5.364427399061842,164.47535263592184,164.47535263592184,196.26666666666665,167.10833333333332,2.243482950725588,735.1445067216229,738.478515625,4.969296732824993,5.122571181951452,206.5025430437191,196.8125899632772,264.5303467909495,334.0323070685069,1.0,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,0.0,0.0,0.0,6.200000000000002,7.948479675527964,482.69328884283703,0.0,0.6992006028369607,0.6775204339558069
shadow,P2_FrameDiff,874.8333333333334,869.5,43.333333333333336,563.1666666666666,0.7349288536691739,0.9364816607399007,0.6826640661793881,0.7595985496427567,0.5318951107071171,10177208.5,291055807.0,5177947.5,5513926.166666667,0.7264379522080495,0.9861479428274801,0.013852057172519769,0.2735620477919504,0.7557115268258411,0.6648158957899016,2.7094457524354696,83.21919347114321,83.21919347114321,257.4916666666667,75.74583333333334,2.264597592892168,742.0633385156407,744.8020833333334,88.33723053368904,3.2399489299322877,85.9877390535035,61.08208497365316,223.82921377817786,264.90060925483704,0.4307296497271717,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,0.0,0.0,0.0,3.453648248635858,4.201971732906703,184.73909775416055,0.49376150821794895,1.100379809308995,0.49710376451943655
shadow,P3_MOG2,1253.1666666666667,812.5,100.33333333333333,184.83333333333334,0.8704157558322704,0.889281960040328,0.90844526401349,0.8913075599189678,0.6346626600628537,13075639.333333334,287120478.0,9113276.5,2615495.3333333335,0.8928070769050657,0.9774499704617018,0.022550029538298034,0.10719292309493426,0.733428607129213,0.7411118821889199,2.7529073879423653,115.77754803797694,115.77754803797694,278.5208333333333,117.1875,2.3216932234554357,760.7724338909389,764.2174479166666,75.00845977261328,5.019571284702274,133.17221212269007,131.94731871287027,254.4836699962616,307.1997916698456,0.6244464304028379,2350.8333333333335,475.0,2824.8333333333335,2350.8333333333335,474.0,50.0,0.0,0.0,4.82223215201419,5.47746457542429,289.58718943595886,0.2953026498101339,1.13059864037492,0.6638901811485254
thermal,ASMAG_TR_CONTROLLER,3116.2,207.2,29.2,258.4,0.9337970267923706,0.9870693836420343,0.9409253969704018,0.9601187554815551,0.5752404870403754,18294584.4,251050988.2,2810084.0,2196203.0,0.845421055312442,0.9890040344569211,0.010995965543078901,0.154578944687558,0.8241887012115294,0.8335617974393295,1.7509640707020613,168.62217939468945,168.62217939468945,364.575,169.8,2.786503336003393,913.0814331870897,922.484375,53.625653715084376,23.654460902255828,156.03304585029147,177.87494659423828,293.6584711074829,350.29900074005127,0.6351776387052906,3611.0,610.0,4220.0,3611.0,609.0,50.0,1144.0,0.2678126044675005,5.002669453973203,6.117758533973282,502.42064690589905,-0.03739481432160758,0.8997755475034588,0.5456860904560179
thermal,ASMAG_TR_CONTROLLER_ONLINE_CALIBRATED,3000.4,215.2,21.2,374.2,0.9143018605833465,0.9939710734304061,0.9135546459097321,0.9492293277926154,0.5346659780641038,17823812.0,251142466.0,2718606.2,2666975.4,0.8286922568792663,0.9894232260605756,0.01057677393942432,0.17130774312073366,0.8288940781138416,0.8271778060649824,1.8603260377748931,160.25289020405756,160.25289020405756,368.525,167.72,2.645758192221617,866.9621146786067,878.546875,23.807508366762583,13.000811431898555,168.55162247121675,189.2317771911621,312.6140356063843,384.86433029174805,0.6257152478211698,3611.0,610.0,4220.0,3611.0,609.0,50.0,1123.8,0.23887745668568625,4.925740987394333,5.954483221314827,526.6985981464386,0.01378617250408776,0.9294791235686528,0.5323777129941604
thermal,ASMAG_TR_FAST,2899.4,211.4,25.0,475.2,0.8878860934994904,0.986154182941865,0.8925271944208418,0.93291458976266,0.46021331219586054,17550592.4,251183541.2,2677531.0,2940195.0,0.8204697820710928,0.9894876143454943,0.01051238565450574,0.17953021792890717,0.8228114146004846,0.8200305488844295,1.9414842971762503,164.31066428392998,164.31066428392998,364.575,169.01999999999998,2.730622544546468,894.7704196352868,904.44609375,63.13076809398397,39.53607488549448,140.0962282136437,133.1913948059082,296.63803577423096,351.8524408340454,0.5641132680259351,3611.0,610.0,4220.0,3611.0,609.0,50.0,1173.6,0.2816428556908682,4.648730625698762,5.695150092657704,440.01962780952454,-0.010836782512195279,0.8778893319918826,0.5210694610507771
thermal,P1_YOLO_Only,2653.0,213.4,23.0,721.6,0.8125444322211687,0.9935410087702634,0.8038302209509434,0.8765254267184327,0.3893829557543228,18190805.0,251022775.2,2838297.0,2299982.4,0.817027979408234,0.9890173178130052,0.010982682186994861,0.18297202059176604,0.8317437456738886,0.8209654723126292,1.8128807326303353,162.5523752420059,162.5523752420059,192.845,165.32999999999998,2.5768389456589578,844.3786024628222,850.11171875,4.656075936647201,4.853309179821976,218.98465462922732,206.17265701293945,288.8139009475708,347.60279655456543,1.0,3611.0,610.0,4220.0,3611.0,609.0,0.0,0.0,0.0,6.200000000000001,7.903655584399826,782.0296834468842,0.0,0.8125444322211687,0.5335786304944793
thermal,P2_FrameDiff,644.4,236.2,0.2,2730.2,0.3953198634733867,0.9997703788748564,0.3541121101544951,0.4514444423752308,0.25214691200942785,6139497.6,253061307.0,799765.2,14351289.8,0.3941479202619565,0.9964827307741289,0.0035172692258711802,0.6058520797380436,0.8438143632707679,0.49786019666400333,5.048076426256426,61.46240373129474,61.46240373129474,306.185,37.605000000000004,2.6087045002243796,854.8202906335248,859.6640625,115.94173600469496,1.4897274234117157,73.11180775799394,43.59912872314453,206.6763162612915,302.23567485809326,0.3174913891986188,3611.0,610.0,4220.0,3611.0,609.0,0.0,0.0,0.0,2.8874569459930934,3.3517807599270975,147.86387124061585,0.6233486813508798,0.5623404727696322,0.23646971552605706
thermal,P3_MOG2,2217.0,232.2,4.2,1157.6,0.7522971295472479,0.9983337534757426,0.7352581041086382,0.8358785626609768,0.3836224175305203,14706548.4,251627491.8,2233580.4,5784239.0,0.7474557483340147,0.9910166671261837,0.008983332873816339,0.25254425166598515,0.8381894135269059,0.7835742384796555,2.6899841832382045,121.08005150904512,121.08005150904512,354.815,151.025,2.664918398535206,873.2404705094843,878.50234375,129.67624200787066,4.499733150059654,171.1792373325141,181.7068576812744,327.2379159927368,415.30001163482666,0.6767210500907481,3611.0,610.0,4220.0,3611.0,609.0,50.0,0.0,0.0,5.083605250453742,5.773372311971784,552.9358733654022,0.25553751892954374,0.923115316472925,0.4612283833407359
turbulence,ASMAG_TR_CONTROLLER,958.5,535.5,1533.75,23.25,0.4739659077421666,0.38051693418025084,0.9629186602870814,0.5426220247324915,0.1192108770621475,1207092.0,450736831.0,2772339.75,587532.0,0.6709908151152317,0.9941184520474464,0.005881547952553525,0.3290091848847682,0.38292647872399455,0.45940708471028135,0.7526652589916554,154.0229819707058,154.0229819707058,253.73125,164.66875,2.990097415024101,979.7951209550974,988.5029296875,23.559916830320546,5.274996476939484,181.317976661204,158.72585773468018,261.59578561782837,319.61822509765625,0.8599995343776476,3051.0,875.0,3925.0,3051.0,874.0,50.0,0.0,0.0,5.999997671888239,7.067028934199099,520.3368119001389,0.05001590255587615,0.509430404610158,0.26861652908079847
turbulence,ASMAG_TR_CONTROLLER_ONLINE_CALIBRATED,964.75,384.5,1684.75,17.0,0.4376714927663246,0.36469814201886674,0.9728867623604466,0.524789052671081,0.09380244943486903,1295534.25,448100231.25,5408939.5,499089.75,0.6720540513128002,0.9889104044769128,0.0110895955230872,0.32794594868719984,0.25040670334150966,0.3274474279482077,1.2500244408393353,147.21070742674146,147.21070742674146,236.04375,156.56875,2.9872054291395034,978.8475858921763,998.919921875,7.528990321591224,7.854172489267495,241.73992995654945,227.40238904953003,340.6525254249573,406.08978271484375,0.8069479078806708,3051.0,875.0,3925.0,3051.0,874.0,50.0,325.5,0.09247026041808235,5.7794118173589295,6.778415327319916,698.9596630334854,0.09200477443736285,0.48381906916994327,0.1415187202590849
turbulence,ASMAG_TR_FAST,951.5,153.25,1916.0,30.25,0.3763298510175897,0.34513036974312716,0.9517543859649122,0.4976605254240804,-0.002653160441800775,1312012.0,446258880.75,7250290.0,482612.0,0.6371416107853085,0.9851063550496724,0.014893644950327675,0.36285838921469143,0.1878093908350677,0.25836732403942253,1.622104930029907,152.21411398758232,152.21411398758232,322.75624999999997,155.20625,2.9757285635746187,975.0868645102635,998.875,19.979377108678044,17.227187489494725,175.36149326336934,177.67870426177979,270.11024951934814,325.73485374450684,0.7025095030495141,3051.0,875.0,3925.0,3051.0,874.0,50.0,901.5,0.2516269628340151,5.33771021153097,6.296177235616515,492.7987138032913,0.0611734635375831,0.39273533998806237,0.09117487103675134
turbulence,P1_YOLO_Only,155.25,1987.75,81.5,826.5,0.6837734438531473,0.6013110162108286,0.14487206118260704,0.22028277769175833,0.16915107383810463,406267.25,453244601.0,264569.75,1388356.75,0.13993830382940092,0.9995040057262814,0.000495994273718475,0.860061696170599,0.3364922825024751,0.1896518474045454,0.4540134888152032,162.15546926000826,162.15546926000826,194.86875,165.29375,2.6511607806620003,868.7323694889164,872.33203125,5.392047454213878,5.574103908903754,190.5332381670924,180.78583478927612,251.8635392189026,309.9069595336914,1.0,3051.0,875.0,3925.0,3051.0,874.0,0.0,0.0,0.0,6.200000000000001,7.843031460476844,572.8207592368126,0.0,0.6837734438531473,0.02608092312988211
turbulence,P2_FrameDiff,832.5,845.25,1224.0,149.25,0.5196332375991558,0.5491473808962463,0.7626114057218101,0.45766968081881754,0.05533346600462573,684972.0,451179776.0,2329394.75,1109652.0,0.25758808068370864,0.994504021525314,0.005495978474685956,0.7424119193162914,0.2437293742678312,0.2067484631362181,0.8611658238560279,127.56254985409967,127.56254985409967,257.60625,126.25,2.6994439039040397,884.5538381590627,893.15234375,45.984254491837774,3.861383327723476,155.00932674824438,145.67208290100098,209.15549993515015,256.0228705406189,0.751294411666123,3051.0,875.0,3925.0,3051.0,874.0,0.0,0.0,0.0,5.0564720583306135,6.240558418886003,423.0157154202461,0.21287727796326347,0.7057335842949646,0.04272110299612818
turbulence,P3_MOG2,958.5,535.5,1533.75,23.25,0.4739659077421666,0.38051693418025084,0.9629186602870814,0.5426220247324915,0.1192108770621475,1207092.0,450736831.0,2772339.75,587532.0,0.6709908151152317,0.9941184520474464,0.005881547952553525,0.3290091848847682,0.38292647872399455,0.45940708471028135,0.7526652589916554,153.90648852698354,153.90648852698354,301.78125,164.4875,2.8335163719682392,928.4866454987916,937.908203125,22.72772221023914,5.158747260057661,187.1522463638313,164.01278972625732,278.3965468406677,346.0239768028259,0.8599995343776476,3051.0,875.0,3925.0,3051.0,874.0,50.0,0.0,0.0,5.999997671888239,7.1071074014391655,533.7419326305389,0.050738252988636545,0.5096276964953836,0.26861652908079847
