category,video,Pipeline,Event_TP,Event_TN,Event_FP,Event_FN,Event_Accuracy,Event_Precision,Event_Recall,Event_F1,MCC,TP_pixel,TN_pixel,FP_pixel,FN_pixel,Recall,Specificity,FPR,FNR,Precision,CDnet_FMeasure,PWC,avg_CPU,avg_process_cpu_percent,max_process_cpu_percent,median_CPU,avg_RAM,avg_ram_mb,max_ram_mb,avg_FPS,median_FPS,avg_latency_ms,median_latency_ms,P95_latency_ms,P99_latency_ms,Activation,processed_frames,temporal_roi_start,temporal_roi_end,evaluated_frames,skipped_frames_before_roi,warmup_frames,reused_prediction_count,reused_prediction_rate,Energy/frame,simulated_runtime_energy/frame,runtime_seconds,CPU_reduction_rate,EE_Gate_Score,mAP_50
nightVideos,fluidHighway,P1_YOLO_Only,228,230,289,218,0.4746113989637305,0.4410058027079304,0.5112107623318386,0.4735202492211838,-0.0456153252998292,379471,110952285,110818,1215090,0.2379783526625823,0.9990022068805336,0.0009977931194665,0.7620216473374176,0.773974125464777,0.3640271482360841,1.1769354635295828,164.4869170984456,164.4869170984456,186.65,165.725,2.087726457131341,684.1062054727979,685.36328125,4.638200110383603,4.680453326072498,219.7500960196856,213.6545181274414,261.214017868042,339.774627685547,1.0,965,400,1364,965,399,0,0,0.0,6.200000000000002,7.857168182650381,212.05884265899653,0.0,0.4746113989637305,0.0686080891309359
nightVideos,streetCornerAtNight,P1_YOLO_Only,353,3023,357,668,0.7670983867302885,0.4971830985915493,0.345739471106758,0.4078567302137492,0.2755465944546583,602042,313869953,216150,961004,0.385172285396591,0.9993118129139256,0.0006881870860742,0.614827714603409,0.7358199542405695,0.5056546216715843,0.3729311495783567,162.9131390593047,162.9131390593047,212.5,166.7,1.9886917673547384,651.6545263150421,658.578125,6.892580344264912,7.135196560928018,148.96249056024948,140.1503086090088,203.6447525024414,270.71142196655273,1.0,4401,800,5200,4401,799,0,0,0.0,6.200000000000001,7.740021392614009,655.583920955658,0.0,0.7670983867302885,0.1189844847725365
nightVideos,tramStation,P1_YOLO_Only,1083,87,1288,43,0.4678128748500599,0.4567692956558414,0.9618117229129662,0.6193880468973405,0.0562195904560175,1273061,89483682,416293,1268605,0.5008765903938598,0.9953693757979354,0.0046306242020645,0.4991234096061402,0.7535785868444388,0.6017749857008475,1.8226612831332147,162.15885645741702,162.15885645741702,207.825,165.725,2.289050834172252,750.0761882746901,754.05859375,4.429719412214581,4.434639275537769,232.02135933727703,225.4974842071533,311.4445209503174,379.929780960083,1.0,2501,500,3000,2501,499,0,0,0.0,6.200000000000002,7.811037205715264,580.2854197025299,0.0,0.4678128748500599,0.0433531416566414
nightVideos,winterStreet,P1_YOLO_Only,327,37,449,73,0.4108352144469526,0.4213917525773196,0.8175,0.5561224489795918,-0.1605214956100119,888960,65266247,207115,1109565,0.4448080459338762,0.9968366524388956,0.0031633475611043,0.5551919540661238,0.8110393905526538,0.574523363277968,1.9514497941935431,164.4757054176072,164.4757054176072,201.55,167.6375,2.499776526982844,819.1267723617382,820.5234375,5.16933800025239,5.340487453780418,196.7958787763092,187.2488260269165,264.85782861709595,301.2525916099545,1.0,886,900,1785,886,899,0,0,0.0,6.200000000000002,7.933300174063381,174.36114859580994,0.0,0.4108352144469526,0.1202146107545836
PTZ,continuousPan,P1_YOLO_Only,49,59,963,30,0.0980926430517711,0.0484189723320158,0.620253164556962,0.0898258478460128,-0.3048824255547191,939964,181380863,3066149,224314,0.8073363921675064,0.9833765320090954,0.0166234679909046,0.1926636078324936,0.2346324229995509,0.3635949389514255,1.7727709343542626,164.83103996366938,164.83103996366938,194.35,167.025,2.5387979333342257,831.9133067949591,834.0390625,5.143073660508086,5.285474316145235,197.22332270117263,189.19777870178223,248.7475872039795,321.589469909668,1.0,1101,600,1700,1101,599,0,0,0.0,6.200000000000001,7.925209072407213,217.1428782939911,0.0,0.0980926430517711,0.0268561120369792
PTZ,intermittentPan,P1_YOLO_Only,702,390,1167,42,0.4745762711864407,0.3756019261637239,0.9435483870967742,0.5373134328358209,0.2324092015563852,2573144,209153656,1982708,450690,0.8509541198359434,0.990609348562998,0.0093906514370021,0.1490458801640566,0.5647997344953261,0.6789579410017778,1.1362512841905386,163.87252281616688,163.87252281616688,199.475,167.225,2.636515498420354,863.933403615276,866.12109375,5.156644281812449,5.312433029437916,197.0992564947799,188.23766708374023,252.77996063232425,313.80271911621094,1.0,2301,1200,3500,2301,1199,0,0,0.0,6.200000000000001,7.902525018420085,453.5253891944885,0.0,0.4745762711864407,0.2060889213976271
PTZ,twoPositionPTZCam,P1_YOLO_Only,435,265,775,26,0.4663557628247834,0.359504132231405,0.9436008676789588,0.5206463195691203,0.2315199168416836,982279,70354971,171902,106595,0.9021052940927968,0.997562602839346,0.0024373971606539,0.0978947059072032,0.8510614886226684,0.8758403159976016,0.3888767647707424,160.29318787475017,160.29318787475017,198.9,164.475,1.990296418153787,652.1803303006329,653.49609375,4.494368683389197,4.729013563640874,237.87445262779323,211.46059036254883,368.4499263763428,507.7846050262451,1.0,1501,800,2300,1501,799,0,0,0.0,6.200000000000002,7.685155613990187,357.0495533943176,0.0,0.4663557628247834,0.216708617702978
PTZ,zoomInZoomOut,P1_YOLO_Only,302,81,235,13,0.606973058637084,0.5623836126629422,0.9587301587301588,0.7089201877934271,0.3019992894971482,47377,24021322,4424,3350,0.9339602184241134,0.999815864198348,0.0001841358016521,0.0660397815758866,0.914596243315766,0.9241768102372034,0.0322887824973367,160.93478605388273,160.93478605388273,200.525,164.35,2.113556672956222,692.5702505942947,692.6875,4.577439393034368,4.895375640910422,229.90301180565984,204.27441596984863,359.7651720046997,508.23085308074974,1.0,631,500,1130,631,499,0,0,0.0,6.200000000000002,7.916209852019392,145.06880044937134,0.0,0.606973058637084,0.255850001947041
shadow,backdoor,P1_YOLO_Only,562,0,1039,0,0.3510306058713304,0.3510306058713304,1.0,0.5196486361534904,0.0,1963069,90850576,8977211,61528,0.96960975443508,0.9100730240569193,0.0899269759430808,0.0303902455649198,0.1794349870387229,0.3028287888886257,8.874351924840562,166.67529668956902,166.67529668956902,201.55,167.775,2.165466669870123,709.5801525413804,712.06640625,4.191783930999834,4.222761187643529,242.9067385635996,236.81187629699707,297.0538139343262,367.5360679626465,1.0,1601,400,2000,1601,399,0,0,0.0,6.200000000000003,7.934231440936037,388.8936884403229,0.0,0.3510306058713304,0.4754303968015435
shadow,bungalows,P1_YOLO_Only,582,0,819,0,0.4154175588865096,0.4154175588865096,1.0,0.5869894099848715,0.0,4877444,78758083,328371,279344,0.9458298460204296,0.9958479488788308,0.0041520511211692,0.0541701539795702,0.9369222686553402,0.9413549858081024,0.7213813067640488,167.67935403283366,167.67935403283366,190.1,169.1,2.265707975111205,742.4271892844397,742.74609375,4.848452308534995,4.993070444332014,211.47193915498505,200.27756690979004,276.7317295074463,322.9639530181885,1.0,1401,300,1700,1401,299,0,0,0.0,6.2,7.98172457511078,296.27218675613403,0.0,0.4154175588865096,0.4158336468275805
